texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:174:53:174:53: e304 unexpected parameter number
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:989:35:989:51: w202 deprecated control sequences
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1009:43:1009:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1009:44:1009:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1036:14:1036:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1060:33:1060:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1060:44:1060:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1061:1:1061:94: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1061:20:1061:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1061:94:1061:94: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1067:12:1067:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1067:17:1067:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1067:18:1067:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1067:25:1067:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1067:26:1067:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1070:6:1070:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1070:7:1070:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1076:22:1076:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1076:27:1076:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1076:28:1076:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1076:35:1076:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1076:36:1076:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1076:43:1076:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1078:20:1078:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1078:25:1078:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1083:26:1083:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1083:31:1083:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1083:32:1083:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1083:39:1083:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1083:40:1083:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1083:47:1083:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1085:24:1085:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1085:29:1085:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1088:26:1088:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1088:31:1088:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1088:32:1088:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1088:39:1088:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1088:40:1088:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1088:45:1088:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1090:24:1090:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1090:29:1090:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1094:10:1094:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1094:15:1094:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1101:35:1101:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1105:23:1105:39: w202 deprecated control sequences
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1106:38:1106:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1106:40:1106:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1108:27:1108:43: w202 deprecated control sequences
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1112:40:1112:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1112:50:1112:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1113:54:1113:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1114:42:1114:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1114:52:1114:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1130:12:1130:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1130:44:1130:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1130:45:1130:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1131:28:1131:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1131:58:1131:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1131:63:1131:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1131:64:1131:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1134:16:1134:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1134:48:1134:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1134:49:1134:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1150:42:1150:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1150:44:1150:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1155:38:1155:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1155:39:1155:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1156:38:1156:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1156:41:1156:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1159:38:1159:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1159:41:1159:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1160:38:1160:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1160:39:1160:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1166:17:1166:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1166:34:1166:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1166:46:1166:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1166:47:1166:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1166:59:1166:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1180:38:1180:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1180:50:1180:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1188:23:1188:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1188:34:1188:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1189:12:1189:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1189:42:1189:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1190:12:1190:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1190:70:1190:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1206:43:1206:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1206:44:1206:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1217:43:1217:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1217:44:1217:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1227:43:1227:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1227:44:1227:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1239:1:1239:56: w402 unused private function variant
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1258:27:1258:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1258:30:1258:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1258:31:1258:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1258:32:1258:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1261:14:1261:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1261:19:1261:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1261:20:1261:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1262:40:1262:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1262:41:1262:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1262:44:1262:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1262:45:1262:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1263:12:1263:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1263:17:1263:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1265:14:1265:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1265:25:1265:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1265:26:1265:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1276:14:1276:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1276:47:1276:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1277:14:1277:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1277:34:1277:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1280:16:1280:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1280:21:1280:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1280:22:1280:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1281:42:1281:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1281:43:1281:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1281:46:1281:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1281:47:1281:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1282:14:1282:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1282:19:1282:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1283:12:1283:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1283:23:1283:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1287:27:1287:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1287:28:1287:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1287:29:1287:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1287:30:1287:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1307:14:1307:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1307:15:1307:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1307:16:1307:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1307:17:1307:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1307:53:1307:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1308:14:1308:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1308:15:1308:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1308:16:1308:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1308:17:1308:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1308:53:1308:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1309:14:1309:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1309:15:1309:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1309:16:1309:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1309:17:1309:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1309:53:1309:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1310:14:1310:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1310:15:1310:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1310:16:1310:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1310:17:1310:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1310:53:1310:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1318:38:1318:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1318:77:1318:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1319:38:1319:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1319:77:1319:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1320:38:1320:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1320:77:1320:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1321:38:1321:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1321:77:1321:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1328:14:1328:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1328:19:1328:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1328:20:1328:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1330:24:1330:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1330:48:1330:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1330:49:1330:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1330:52:1330:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1331:12:1331:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1331:17:1331:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1339:14:1339:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1339:19:1339:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1339:20:1339:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1341:24:1341:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1341:48:1341:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1341:49:1341:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1341:52:1341:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1342:12:1342:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1342:17:1342:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1352:12:1352:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1352:17:1352:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1352:18:1352:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1363:45:1363:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1363:46:1363:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1369:41:1369:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1373:15:1373:30: w202 deprecated control sequences
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1373:48:1373:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1373:51:1373:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1373:61:1373:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1376:39:1376:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1376:56:1376:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1376:61:1376:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1376:62:1376:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1377:22:1377:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1377:65:1377:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1379:43:1379:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1379:60:1379:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1379:65:1379:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1379:67:1379:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1380:26:1380:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1380:69:1380:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1382:47:1382:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1382:64:1382:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1382:69:1382:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1382:71:1382:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1383:30:1383:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1383:75:1383:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1385:51:1385:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1385:68:1385:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1385:73:1385:73: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1385:75:1385:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1386:34:1386:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1386:78:1386:78: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1388:55:1388:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1388:72:1388:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1388:77:1388:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1388:79:1388:79: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1389:1:1389:83: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1389:38:1389:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1389:82:1389:82: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1391:1:1391:83: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1391:59:1391:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1391:76:1391:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1391:81:1391:81: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1391:83:1391:83: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1392:1:1392:86: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1392:42:1392:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1392:85:1392:85: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1394:1:1394:87: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1394:63:1394:79: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1394:80:1394:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1394:85:1394:85: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1394:87:1394:87: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1395:1:1395:92: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1395:46:1395:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1395:91:1395:91: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1396:1:1396:92: s103 line too long
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1396:46:1396:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1396:91:1396:91: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1408:10:1408:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1408:66:1408:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1408:68:1408:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1408:71:1408:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1408:75:1408:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1410:10:1410:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1410:66:1410:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1410:68:1410:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1410:71:1410:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1410:75:1410:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1412:10:1412:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1412:68:1412:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1412:70:1412:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1412:73:1412:73: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1412:77:1412:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1414:10:1414:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1414:67:1414:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1414:69:1414:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1414:72:1414:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1414:74:1414:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1416:10:1416:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/mahjonggame/mahjonggame.sty:1416:67:1416:67: s204 missing stylistic whitespaces
