texmf-dist/tex/latex/nicetext/niceverb.sty:1:1:1:1: w100 no standard delimiters
texmf-dist/tex/latex/nicetext/niceverb.sty:1152:2:1152:2: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1182:67:1182:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1210:35:1210:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1210:38:1210:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1210:45:1210:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1210:50:1210:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1210:57:1210:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1210:59:1210:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1210:60:1210:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1255:50:1255:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1262:43:1262:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1307:39:1307:39: s204 missing stylistic whitespaces
