texmf-dist/tex/latex/nwejm/nwejmart.cls:465:37:465:37: e300 unexpected function call argument
texmf-dist/tex/latex/nwejm/nwejmart.cls:467:59:467:59: e300 unexpected function call argument
texmf-dist/tex/latex/nwejm/nwejmart.cls:24:1:24:13: w101 unexpected delimiters
texmf-dist/tex/latex/nwejm/nwejmart.cls:1140:22:1140:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:21:1142:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:48:1142:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:55:1142:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:62:1142:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:63:1142:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:64:1142:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:65:1142:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1142:67:1142:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1146:16:1146:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1147:47:1147:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1151:23:1151:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1151:27:1151:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1151:28:1151:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1157:21:1157:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1159:6:1159:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1162:1:1162:82: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:1162:21:1162:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1162:22:1162:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1162:54:1162:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1162:55:1162:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1162:56:1162:81: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1162:82:1162:82: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1163:21:1163:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1167:48:1167:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1170:23:1170:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1170:27:1170:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1170:28:1170:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:21:1172:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:22:1172:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:41:1172:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:45:1172:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:46:1172:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:47:1172:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:66:1172:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:70:1172:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1172:74:1172:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1174:51:1174:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1177:23:1177:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1177:27:1177:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1177:28:1177:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:21:1179:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:22:1179:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:44:1179:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:48:1179:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:49:1179:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:50:1179:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:72:1179:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:76:1179:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1179:80:1179:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1185:34:1185:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1185:49:1185:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1186:26:1186:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1186:33:1186:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1186:34:1186:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1188:30:1188:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1188:43:1188:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1188:60:1188:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1188:69:1188:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1192:26:1192:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1192:28:1192:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1193:26:1193:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1193:28:1193:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1194:24:1194:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1194:26:1194:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1195:6:1195:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1196:32:1196:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1196:45:1196:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1196:62:1196:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1196:70:1196:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1200:27:1200:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1200:29:1200:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1201:27:1201:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1201:29:1201:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1202:27:1202:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1202:29:1202:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1203:25:1203:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1203:27:1203:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1204:8:1204:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1205:17:1205:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1205:19:1205:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1208:4:1208:4: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1209:28:1209:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1209:33:1209:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1209:34:1209:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1212:6:1212:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1213:15:1213:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1213:32:1213:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1213:47:1213:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1213:48:1213:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1214:30:1214:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1214:36:1214:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1214:37:1214:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:1:1215:81: s103 line too long
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:57:1215:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:66:1215:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:68:1215:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:69:1215:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:70:1215:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:79:1215:79: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:80:1215:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1215:81:1215:81: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1216:8:1216:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1217:32:1217:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1217:38:1217:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1217:39:1217:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1219:10:1219:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1220:34:1220:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1220:41:1220:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1220:42:1220:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1222:12:1222:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1231:14:1231:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1232:19:1232:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1232:26:1232:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1232:27:1232:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1233:35:1233:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1235:21:1235:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1235:34:1235:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1236:4:1236:4: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1239:31:1239:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1239:35:1239:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1239:36:1239:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1243:39:1243:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1244:36:1244:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1247:37:1247:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1248:37:1248:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1250:4:1250:4: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1251:35:1251:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1253:35:1253:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1254:28:1254:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1254:35:1254:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1254:36:1254:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1254:37:1254:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1255:6:1255:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1258:8:1258:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1260:8:1260:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1264:37:1264:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1267:30:1267:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1270:30:1270:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1273:32:1273:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1276:21:1276:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1276:26:1276:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1279:21:1279:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1279:23:1279:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1282:6:1282:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1284:6:1284:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1287:32:1287:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1290:21:1290:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1290:26:1290:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1293:21:1293:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1293:23:1293:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1296:6:1296:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1298:6:1298:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1312:21:1312:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1312:26:1312:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1315:28:1315:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1319:21:1319:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1319:26:1319:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1322:28:1322:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1326:21:1326:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1326:34:1326:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1330:25:1330:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1330:26:1330:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1331:42:1331:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1338:20:1338:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1338:27:1338:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1338:28:1338:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1338:32:1338:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1338:33:1338:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1339:6:1339:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1339:7:1339:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:27:1340:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:34:1340:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:35:1340:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:39:1340:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:40:1340:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:40:1340:56: w202 deprecated control sequences
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:57:1340:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:61:1340:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1340:62:1340:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1342:20:1342:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1342:26:1342:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1342:27:1342:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1342:31:1342:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1342:32:1342:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1343:6:1343:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1343:7:1343:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1344:27:1344:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1344:33:1344:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1344:34:1344:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1344:38:1344:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1344:42:1344:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1346:20:1346:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1346:26:1346:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1346:27:1346:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1346:31:1346:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1346:32:1346:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1347:6:1347:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1347:7:1347:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:27:1348:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:33:1348:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:34:1348:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:38:1348:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:39:1348:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:39:1348:55: w202 deprecated control sequences
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:56:1348:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:60:1348:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1348:61:1348:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1350:20:1350:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1350:25:1350:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1350:26:1350:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1350:30:1350:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1350:31:1350:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1351:6:1351:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1351:7:1351:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:27:1352:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:32:1352:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:33:1352:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:37:1352:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:38:1352:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:38:1352:54: w202 deprecated control sequences
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:55:1352:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:59:1352:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1352:60:1352:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1355:20:1355:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1355:27:1355:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1355:28:1355:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1355:38:1355:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1355:39:1355:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1355:40:1355:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1356:6:1356:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1356:7:1356:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:27:1357:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:34:1357:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:35:1357:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:45:1357:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:46:1357:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:47:1357:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:47:1357:63: w202 deprecated control sequences
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:64:1357:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:68:1357:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1357:69:1357:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1359:20:1359:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1359:26:1359:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1359:27:1359:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1359:37:1359:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1359:38:1359:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1359:39:1359:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1360:6:1360:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1360:7:1360:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1361:27:1361:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1361:33:1361:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1361:34:1361:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1361:44:1361:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1361:45:1361:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1361:49:1361:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1363:20:1363:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1363:26:1363:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1363:27:1363:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1363:37:1363:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1363:38:1363:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1363:39:1363:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1364:6:1364:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1364:7:1364:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1365:27:1365:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1365:33:1365:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:1365:34:1365:34: s204 missing stylistic whitespaces
