texmf-dist/tex/latex/cnltx/cnltx-base.sty:1:1:1:1: w100 no standard delimiters
texmf-dist/tex/latex/cnltx/cnltx-base.sty:747:17:747:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:747:23:747:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:748:17:748:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:748:27:748:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:15:750:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:25:750:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:26:750:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:27:750:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:30:750:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:31:750:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:32:750:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:750:46:750:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:15:751:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:24:751:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:25:751:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:26:751:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:29:751:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:30:751:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:31:751:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:751:45:751:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:15:752:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:23:752:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:24:752:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:25:752:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:28:752:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:29:752:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:30:752:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:752:44:752:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:15:753:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:25:753:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:26:753:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:27:753:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:30:753:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:31:753:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:32:753:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:753:46:753:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:15:754:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:24:754:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:25:754:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:26:754:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:30:754:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:31:754:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:32:754:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:754:35:754:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:755:11:755:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:755:22:755:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:755:23:755:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:755:24:755:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:755:39:755:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:15:756:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:30:756:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:31:756:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:32:756:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:35:756:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:36:756:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:37:756:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:756:46:756:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:15:757:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:29:757:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:30:757:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:31:757:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:34:757:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:35:757:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:36:757:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:757:47:757:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:760:33:760:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:763:43:763:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:763:44:763:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:764:11:764:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:764:33:764:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:764:35:764:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:765:35:765:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:765:36:765:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:765:40:765:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:767:32:767:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:767:57:767:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:768:41:768:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:769:15:769:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:769:37:769:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:769:38:769:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:770:31:770:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:770:32:770:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:770:49:770:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:770:50:770:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:771:4:771:4: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:774:38:774:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:774:39:774:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:775:31:775:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:775:32:775:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:775:54:775:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:784:20:784:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:784:27:784:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:784:28:784:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:806:20:806:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:806:24:806:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:806:25:806:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:828:20:828:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:828:26:828:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:828:27:828:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:851:11:851:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:851:31:851:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/cnltx/cnltx-base.sty:874:31:874:31: s204 missing stylistic whitespaces
