texmf-dist/tex/latex/panda/BusyPanda.sty:29:19:29:39: s412 malformed function name
texmf-dist/tex/latex/panda/BusyPanda.sty:4630:40:4630:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4630:47:4630:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4631:10:4631:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4631:21:4631:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4631:22:4631:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4631:23:4631:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4631:30:4631:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4632:10:4632:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4632:46:4632:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4632:47:4632:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4632:48:4632:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4632:55:4632:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4633:10:4633:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4633:39:4633:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4633:40:4633:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4633:41:4633:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4633:48:4633:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4634:10:4634:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4634:41:4634:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4634:42:4634:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4634:43:4634:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4634:51:4634:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4635:10:4635:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4635:42:4635:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4635:43:4635:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4635:44:4635:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4635:52:4635:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4636:10:4636:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4636:36:4636:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4636:37:4636:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4636:38:4636:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4636:45:4636:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4637:10:4637:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4637:42:4637:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4637:43:4637:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4637:44:4637:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4637:51:4637:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4638:10:4638:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4638:38:4638:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4638:39:4638:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4638:40:4638:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4638:48:4638:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4639:10:4639:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4639:39:4639:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4639:40:4639:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4639:41:4639:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4639:49:4639:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4640:10:4640:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4640:32:4640:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4640:33:4640:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4640:34:4640:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4640:41:4640:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4641:10:4641:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4641:38:4641:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4641:39:4641:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4641:40:4641:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4641:47:4641:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4642:10:4642:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4642:34:4642:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4642:35:4642:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4642:36:4642:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4642:41:4642:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4643:10:4643:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4643:27:4643:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4643:28:4643:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4643:29:4643:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4643:36:4643:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4644:10:4644:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4644:37:4644:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4644:38:4644:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4644:39:4644:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4644:47:4644:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4645:10:4645:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4645:34:4645:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4645:35:4645:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4645:36:4645:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4645:43:4645:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4646:10:4646:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4646:34:4646:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4646:35:4646:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4646:36:4646:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4646:43:4646:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4647:10:4647:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4647:31:4647:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4647:32:4647:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4647:33:4647:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4647:41:4647:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4648:10:4648:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4648:35:4648:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4648:36:4648:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4648:37:4648:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4648:45:4648:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4649:10:4649:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4649:31:4649:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4649:32:4649:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4649:33:4649:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4649:41:4649:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4650:10:4650:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4650:31:4650:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4650:32:4650:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4650:33:4650:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4650:40:4650:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4651:10:4651:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4651:27:4651:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4651:28:4651:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4651:29:4651:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4651:36:4651:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4652:10:4652:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4652:31:4652:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4652:32:4652:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4652:33:4652:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4652:40:4652:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4653:10:4653:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4653:27:4653:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4653:28:4653:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4653:29:4653:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4653:36:4653:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4654:10:4654:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4654:29:4654:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4654:30:4654:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4654:31:4654:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4654:38:4654:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4655:10:4655:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4655:29:4655:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4655:30:4655:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4655:31:4655:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4655:38:4655:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4656:10:4656:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4656:34:4656:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4656:35:4656:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4656:36:4656:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4656:43:4656:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4657:10:4657:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4657:30:4657:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4657:31:4657:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4657:32:4657:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4657:39:4657:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4658:10:4658:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4658:34:4658:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4658:35:4658:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4658:36:4658:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4658:43:4658:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4659:10:4659:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4659:30:4659:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4659:31:4659:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4659:32:4659:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4659:39:4659:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4660:10:4660:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4660:30:4660:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4660:31:4660:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4660:32:4660:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4660:40:4660:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4661:10:4661:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4661:30:4661:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4661:31:4661:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4661:32:4661:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4661:40:4661:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4662:10:4662:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4662:29:4662:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4662:30:4662:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4662:31:4662:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4662:39:4662:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4663:10:4663:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4663:29:4663:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4663:30:4663:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4663:31:4663:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4663:39:4663:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4664:10:4664:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4664:29:4664:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4664:30:4664:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4664:31:4664:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4664:39:4664:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4665:10:4665:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4665:29:4665:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4665:30:4665:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4665:31:4665:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4665:39:4665:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4666:10:4666:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4666:29:4666:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4666:30:4666:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4666:31:4666:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4666:39:4666:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4667:10:4667:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4667:29:4667:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4667:30:4667:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4667:31:4667:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4667:39:4667:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4668:10:4668:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4668:33:4668:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4668:34:4668:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4668:35:4668:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4668:42:4668:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4669:10:4669:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4669:29:4669:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4669:30:4669:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4669:31:4669:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4669:38:4669:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4670:10:4670:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4670:33:4670:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4670:34:4670:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4670:35:4670:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4670:42:4670:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4671:10:4671:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4671:29:4671:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4671:30:4671:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4671:31:4671:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4671:38:4671:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4672:10:4672:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4672:32:4672:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4672:33:4672:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4672:34:4672:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4672:41:4672:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4673:10:4673:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4673:28:4673:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4673:29:4673:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4673:30:4673:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4673:37:4673:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4674:10:4674:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4674:32:4674:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4674:33:4674:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4674:34:4674:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4674:41:4674:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4675:10:4675:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4675:28:4675:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4675:29:4675:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4675:30:4675:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4675:37:4675:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4676:10:4676:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4676:19:4676:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4676:20:4676:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4676:21:4676:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4676:29:4676:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4677:10:4677:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4677:20:4677:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4677:21:4677:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4677:22:4677:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4677:27:4677:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4678:10:4678:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4678:30:4678:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4678:31:4678:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4678:32:4678:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4678:38:4678:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4679:10:4679:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4679:36:4679:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4679:37:4679:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4679:38:4679:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4679:45:4679:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4680:10:4680:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4680:32:4680:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4680:33:4680:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4680:34:4680:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4680:42:4680:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4681:10:4681:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4681:33:4681:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4681:34:4681:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4681:35:4681:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4681:43:4681:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4682:10:4682:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4682:34:4682:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4682:35:4682:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4682:36:4682:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4682:43:4682:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4683:10:4683:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4683:27:4683:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4683:28:4683:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4683:29:4683:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4683:36:4683:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4684:10:4684:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4684:33:4684:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4684:34:4684:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4684:35:4684:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4684:42:4684:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:4685:10:4685:10: s204 missing stylistic whitespaces
